MonthlyHour,Type,Amount,SenderBalance,ReceiverBalance,isFraud
162,TRANSFER,1090533.47,87371.0,0.0,0
600,CASH_OUT,49434.25,49434.25,0.0,1
84,CASH_OUT,152331.26,152331.26,676868.23,1
141,CASH_IN,191309.77,5567768.98,3997615.44,0
59,CASH_OUT,192765.49,192765.49,3252407.57,1
182,CASH_OUT,172559.39,111012.0,0.0,0
277,CASH_IN,393419.4,0.0,534122.92,0
180,CASH_IN,155293.28,240.0,0.0,0
18,TRANSFER,9131.0,9131.0,0.0,1
394,DEBIT,537.67,86478.64,29982.61,0
52,TRANSFER,969259.07,969259.07,0.0,1
88,CASH_OUT,9345700.07,9345700.07,8922060.43,1
225,CASH_OUT,443422.18,0.0,3593100.53,0
204,PAYMENT,1149.76,23057.08,0.0,0
667,PAYMENT,3640.99,0.0,0.0,0
227,CASH_IN,353243.45,1758563.88,414667.68,0
256,PAYMENT,2060.47,308197.54,0.0,0
250,TRANSFER,549674.63,0.0,905747.26,0
101,TRANSFER,2388251.16,2388251.16,0.0,1
130,PAYMENT,7606.13,0.0,0.0,0
18,PAYMENT,2057.78,21366.78,0.0,0
213,DEBIT,1910.15,298.0,35742.92,0
2,DEBIT,8723.05,12580.0,1266524.82,0
17,CASH_IN,283041.0,41060.0,2122458.75,0
596,CASH_IN,159952.76,8465255.74,223758.57,0
159,TRANSFER,224661.54,224661.54,0.0,1
550,TRANSFER,312373.76,0.0,1605795.38,0
520,CASH_OUT,155528.32,27781.0,825062.7,0
380,CASH_IN,273574.65,7418995.18,54956478.8,0
489,CASH_OUT,4241.44,4241.44,256363.03,1
349,CASH_IN,29090.06,3313476.8,2025484.33,0
186,CASH_OUT,46576.57,10493.0,0.0,0
20,DEBIT,4801.6,31610.0,3453777.18,0
72,TRANSFER,10000000.0,18594065.09,0.0,1
558,TRANSFER,316877.85,316877.85,0.0,1
93,PAYMENT,15248.81,45414.0,0.0,0
274,CASH_OUT,97915.41,14639.0,112352.16,0
213,TRANSFER,2379304.82,0.0,4595338.66,0
136,CASH_OUT,199878.85,199878.85,403269.69,1
586,PAYMENT,653.54,93124.0,0.0,0
298,PAYMENT,54841.7,14878.0,0.0,0
284,DEBIT,1874.49,66894.08,934021.79,0
259,TRANSFER,736818.67,0.0,5263974.21,0
156,CASH_OUT,122238.1,0.0,236703.26,0
44,PAYMENT,10539.53,49902.0,0.0,0
222,TRANSFER,211628.75,211628.75,0.0,1
184,DEBIT,10576.1,0.0,136064.97,0
375,DEBIT,617.4,20111.0,873202.43,0
96,DEBIT,6441.56,211.0,1290374.97,0
332,PAYMENT,6048.98,743.0,0.0,0
10,TRANSFER,2224025.07,13705.0,478375.58,0
209,CASH_IN,98914.74,1026888.45,729901.58,0
687,DEBIT,2545.12,8035.0,1127613.9,0
382,CASH_OUT,1465173.76,1465173.76,0.0,1
162,CASH_IN,224639.5,6062.0,0.0,0
444,CASH_OUT,348055.47,348055.47,9391.67,1
376,CASH_OUT,12876.79,0.0,4369377.78,0
322,DEBIT,17964.13,10921.96,966171.68,0
299,CASH_IN,277226.94,29177.0,83119.27,0
16,CASH_IN,74039.76,264.0,29252.11,0
250,CASH_OUT,174683.34,174683.34,449036.7,1
141,CASH_IN,190085.5,6475158.62,1956639.57,0
9,TRANSFER,994453.2,1437370.87,194812.76,1
202,PAYMENT,19121.62,0.0,0.0,0
213,DEBIT,2944.73,53072.0,814872.38,0
38,PAYMENT,8687.19,0.0,0.0,0
162,TRANSFER,436906.22,436906.22,0.0,1
399,DEBIT,4371.01,204041.0,26361.36,0
206,DEBIT,1346.18,184078.0,9634950.84,0
139,TRANSFER,86569.6,5609.0,17501.8,0
80,TRANSFER,42659.39,42659.39,0.0,1
274,CASH_IN,158198.48,1364757.6,162099.33,0
250,PAYMENT,2283.99,13833.8,0.0,0
130,CASH_IN,107645.98,319471.0,541810.99,0
210,PAYMENT,440.56,33703.0,0.0,0
272,TRANSFER,580673.57,580673.57,0.0,1
256,CASH_OUT,40231.56,40231.56,23948.79,1
235,CASH_OUT,4814.69,4814.69,0.0,1
134,PAYMENT,48890.9,0.0,0.0,0
143,TRANSFER,171337.99,171337.99,0.0,1
136,TRANSFER,812558.29,0.0,1998482.67,0
43,TRANSFER,2226162.11,65400.0,326994.43,0
18,CASH_OUT,140466.15,0.0,377170.7,0
307,CASH_IN,56560.22,40742.0,2245065.27,0
297,TRANSFER,57466.42,57466.42,0.0,1
134,CASH_IN,142028.33,5424269.29,1017542.06,0
147,TRANSFER,522343.83,522343.83,0.0,1
667,CASH_IN,296721.02,720306.51,1341654.78,0
9,CASH_OUT,206339.72,0.0,602360.65,0
387,TRANSFER,10000000.0,14892193.09,0.0,1
606,TRANSFER,455788.55,455788.55,0.0,1
38,PAYMENT,856.49,0.0,0.0,0
302,CASH_OUT,364762.11,0.0,1634991.41,0
249,CASH_OUT,4720554.95,4720554.95,222987.58,1
169,DEBIT,21.77,274608.0,3813188.99,0
534,CASH_OUT,209340.53,209340.53,744384.06,1
323,DEBIT,5296.69,10412.0,5937440.91,0
231,CASH_IN,194682.56,17547306.18,7536564.43,0
405,PAYMENT,9573.88,0.0,0.0,0
226,CASH_OUT,100529.46,62163.0,384158.6,0
613,TRANSFER,393699.17,393699.17,0.0,1
356,DEBIT,292.94,55175.0,82576.22,0
139,DEBIT,1556.3,115884.0,1339078.83,0
298,PAYMENT,49593.36,186.0,0.0,0
130,CASH_IN,3628.87,4705269.04,4259787.19,0
11,CASH_OUT,187494.88,0.0,562262.71,0
397,PAYMENT,30642.96,47935.49,0.0,0
376,PAYMENT,34071.77,80066.0,0.0,0
265,DEBIT,2315.59,114.0,1151236.83,0
303,CASH_IN,308924.33,7055.0,460200.42,0
256,CASH_IN,34746.5,3641278.3,551763.71,0
692,CASH_OUT,258788.0,13325.0,0.0,0
188,PAYMENT,4353.16,926.0,0.0,0
130,CASH_IN,138500.42,4899224.92,1589823.02,0
8,CASH_OUT,209128.09,88933.12,610212.29,0
346,CASH_IN,33145.88,521193.03,2107412.88,0
520,TRANSFER,5469910.99,5469910.99,0.0,1
308,DEBIT,3238.54,12564.0,1323803.51,0
183,CASH_IN,119859.4,6909962.27,5240109.31,0
347,TRANSFER,1454770.56,34103.0,886491.97,0
371,TRANSFER,1301610.2,51635.0,0.0,0
234,CASH_OUT,210691.92,210691.92,93393.33,1
155,CASH_IN,437998.06,51565.0,1665513.56,0
374,TRANSFER,296214.72,50193.0,14110.11,0
40,TRANSFER,2757431.53,2757431.53,0.0,1
308,PAYMENT,29053.43,0.0,0.0,0
23,DEBIT,3415.56,311541.0,13899.6,0
289,CASH_OUT,87219.11,87219.11,45443.64,1
10,DEBIT,518.88,100087.0,487718.81,0
351,CASH_OUT,150631.28,0.0,350202.1,0
507,CASH_OUT,781183.07,781183.07,222966.53,1
450,TRANSFER,146061.11,146061.11,0.0,1
702,CASH_OUT,0.0,0.0,107777.02,1
129,TRANSFER,1605771.77,0.0,3137977.7,0
228,DEBIT,1292.66,6236.0,1262048.96,0
353,PAYMENT,6670.58,32361.0,0.0,0
684,CASH_OUT,459.38,459.38,277498.02,1
212,TRANSFER,296699.39,296699.39,0.0,1
431,TRANSFER,3718503.37,3718503.37,0.0,1
74,TRANSFER,455074.13,455074.13,0.0,1
370,CASH_IN,103162.79,1634874.83,8392835.03,0
131,CASH_OUT,10000000.0,10000000.0,179252.82,1
90,TRANSFER,249791.3,249791.3,0.0,1
532,CASH_OUT,634046.89,634046.89,985290.65,1
137,DEBIT,4867.08,0.0,364472.12,0
359,CASH_OUT,390067.43,0.0,950464.99,0
255,PAYMENT,5050.89,8032.24,0.0,0
534,DEBIT,481.33,5309.0,177495.83,0
614,CASH_OUT,1760546.42,1760546.42,0.0,1
202,TRANSFER,207679.2,31163.21,1220766.38,0
497,CASH_OUT,224570.45,224570.45,7449938.25,1
408,TRANSFER,313936.67,313936.67,0.0,1
133,CASH_OUT,539886.2,5051.0,334697.85,0
354,DEBIT,1755.92,116099.91,188430.04,0
607,TRANSFER,265680.73,265680.73,0.0,1
734,CASH_OUT,1810044.85,1810044.85,1005720.69,1
14,TRANSFER,2927005.15,2927005.15,0.0,1
67,CASH_OUT,106460.7,106460.7,1414263.15,1
259,TRANSFER,270300.77,4564.0,2066543.04,0
464,CASH_OUT,86111.65,86111.65,109520.16,1
349,CASH_IN,3571.1,200015.0,0.0,0
3,TRANSFER,22877.0,22877.0,0.0,1
625,TRANSFER,2654302.46,2654302.46,0.0,1
299,CASH_OUT,92075.68,0.0,2432452.96,0
283,DEBIT,5218.41,65595.0,532468.61,0
328,CASH_IN,444945.96,2430.72,1419289.46,0
586,CASH_OUT,10000000.0,10000000.0,211048.11,1
329,PAYMENT,2003.01,106827.25,0.0,0
234,DEBIT,2118.99,0.0,89227.64,0
278,TRANSFER,553743.94,39672.18,2758501.38,0
44,TRANSFER,543642.59,0.0,579559.91,0
41,CASH_IN,108076.34,7104283.69,10942257.39,0
81,TRANSFER,78028.89,78028.89,0.0,1
187,CASH_OUT,188654.86,0.0,251133.0,0
154,CASH_OUT,320265.81,10190.0,0.0,0
328,TRANSFER,10000000.0,152596.0,0.0,0
554,CASH_OUT,2689.43,2689.43,854373.6,1
356,PAYMENT,11289.15,168868.0,0.0,0
256,DEBIT,13545.74,175.0,1982912.6,0
681,DEBIT,1679.31,29644.0,49832.46,0
172,TRANSFER,1116508.49,1116508.49,0.0,1
346,CASH_IN,429855.68,1081720.03,559740.83,0
374,TRANSFER,934623.85,72736.0,0.0,0
153,CASH_OUT,95688.26,0.0,324427.23,0
253,TRANSFER,690510.31,690510.31,0.0,1
369,CASH_OUT,2921.79,145171.0,886170.25,0
252,CASH_OUT,138401.39,0.0,907237.21,0
212,TRANSFER,296699.39,296699.39,0.0,1
337,TRANSFER,505580.22,505580.22,0.0,1
334,DEBIT,2067.89,99922.0,190989.99,0
522,CASH_OUT,151482.6,114163.0,1133828.78,0
691,TRANSFER,473086.28,473086.28,0.0,1
135,TRANSFER,742934.0,0.0,2184634.57,0
265,TRANSFER,77195.37,112062.0,261616.83,0
13,CASH_OUT,2686564.04,2686564.04,438199.37,1
15,DEBIT,405.66,30180.0,330100.15,0
273,CASH_OUT,159106.12,159106.12,0.0,1
302,DEBIT,4974.5,29622.0,86237.22,0
537,TRANSFER,1504.73,1504.73,0.0,1
16,DEBIT,3205.6,924.0,3210.0,0
283,TRANSFER,988588.41,0.0,1132041.72,0
457,CASH_OUT,145482.09,145482.09,1686412.37,1
3,TRANSFER,10539.37,10539.37,0.0,1
332,PAYMENT,15283.32,144655.1,0.0,0
44,TRANSFER,5662.17,21446.0,56266.57,0
164,CASH_OUT,159471.46,49748.0,121983.15,0
373,PAYMENT,16331.05,186322.48,0.0,0
40,CASH_OUT,69.48,0.0,607317.36,0
303,CASH_OUT,170194.8,14393.0,0.0,0
350,TRANSFER,1068912.36,52306.0,10803.06,0
251,DEBIT,4273.22,616976.0,309030.52,0
259,CASH_OUT,8274020.94,8274020.94,0.0,1
48,CASH_OUT,134199.02,0.0,271691.9,0
305,PAYMENT,20627.27,405445.45,0.0,0
11,CASH_IN,169840.05,1635641.47,7055157.22,0
399,CASH_OUT,1442075.9,1442075.9,168728.6,1
700,CASH_OUT,346103.09,346103.09,577831.92,1
44,CASH_OUT,513019.71,0.0,1700793.82,0
393,PAYMENT,16426.96,60401.0,0.0,0
334,DEBIT,3291.59,11655.0,60463.09,0
158,PAYMENT,43529.44,70779.07,0.0,0
204,CASH_IN,79895.19,12694215.93,441921.69,0
10,DEBIT,4257.89,106337.0,23649.0,0
42,DEBIT,4231.15,0.0,26127374.26,0
16,TRANSFER,30383.96,0.0,42040.53,0
230,TRANSFER,3774746.08,3774746.08,0.0,1
702,TRANSFER,240746.27,240746.27,0.0,1
38,PAYMENT,13885.89,20150.0,0.0,0
253,PAYMENT,10638.11,960.0,0.0,0
351,CASH_OUT,6417789.09,6417789.09,2280633.24,1
212,PAYMENT,12420.45,773.0,0.0,0
352,CASH_OUT,47336.98,0.0,699345.67,0
305,TRANSFER,2241466.5,0.0,11918431.04,0
688,TRANSFER,735329.1,735329.1,0.0,1
217,DEBIT,2199.39,349.0,458033.61,0
322,CASH_OUT,2533650.09,2533650.09,440696.98,1
43,CASH_OUT,283859.54,0.0,336412.78,0
40,CASH_IN,127407.35,58.0,10501546.03,0
379,DEBIT,1210.13,167347.0,24280.23,0
333,CASH_OUT,613386.47,613386.47,11220969.14,1
329,CASH_IN,265568.74,2830080.79,270124.58,0
341,TRANSFER,357824.01,357824.01,0.0,1
139,CASH_IN,175146.96,63001.0,426328.34,0
19,DEBIT,3898.79,0.0,234668.31,0
19,TRANSFER,84754.54,0.0,4530146.86,0
133,PAYMENT,30770.55,140074.36,0.0,0
222,TRANSFER,35759.12,35759.12,0.0,1
355,CASH_IN,211028.97,5210319.81,667935.0,0
45,TRANSFER,381619.87,0.0,962316.66,0
11,CASH_IN,458664.35,10991.0,51222.0,0
610,DEBIT,16031.39,7330.0,423809.44,0
211,CASH_OUT,105414.69,48319.0,143819.93,0
12,CASH_IN,325698.66,26485.0,0.0,0
181,TRANSFER,468550.68,30309.0,1567084.81,0
139,DEBIT,2027.31,142241.0,998517.72,0
185,PAYMENT,6184.46,0.0,0.0,0
385,DEBIT,8058.77,91851.0,2082799.94,0
400,DEBIT,2113.56,209.0,6981317.7,0
308,DEBIT,1327.49,326.0,718668.04,0
400,TRANSFER,133442.73,0.0,537062.67,0
210,CASH_OUT,41095.92,21426.0,1282813.93,0
405,PAYMENT,39155.25,0.0,0.0,0
213,CASH_IN,599276.68,1331237.96,1777438.01,0
18,TRANSFER,799372.98,0.0,1174784.85,0
356,DEBIT,1821.94,11852.0,245579.33,0
10,PAYMENT,2589.16,51316.0,0.0,0
489,CASH_OUT,101081.12,101081.12,1031759.71,1
207,TRANSFER,38427.47,38427.47,0.0,1
8,TRANSFER,1996.17,1996.17,0.0,1
159,TRANSFER,416832.9,416832.9,0.0,1
183,CASH_IN,94297.9,1172579.78,207138.92,0
462,CASH_OUT,167743.93,167743.93,219716.29,1
233,CASH_IN,113696.3,8035.0,781590.75,0
250,PAYMENT,41011.32,40786.0,0.0,0
282,DEBIT,24692.11,133076.34,97071.35,0
184,CASH_OUT,170389.25,0.0,233574.77,0
507,TRANSFER,2291498.65,2291498.65,0.0,1
326,DEBIT,2226.09,39963.0,124484.61,0
407,CASH_IN,91417.09,6636474.18,705085.41,0
34,TRANSFER,316282.62,0.0,5849594.2,0
19,DEBIT,4887.36,297540.0,478159.85,0
209,CASH_IN,39100.75,228777.0,221434.29,0
450,CASH_OUT,1463764.35,1463764.35,385211.95,1
374,CASH_OUT,243747.83,243747.83,972569.6,1
352,CASH_OUT,73809.94,0.0,566471.28,0
234,TRANSFER,399869.27,13576.0,11006178.15,0
11,TRANSFER,145987.45,0.0,191277.91,0
129,CASH_IN,68994.26,16408340.0,1363213.48,0
332,CASH_IN,31882.36,5637.0,48930.59,0
279,DEBIT,988.11,12044.0,290050.07,0
133,PAYMENT,1007.71,0.0,0.0,0
81,CASH_OUT,1980800.05,1980800.05,1779203.4,1
298,CASH_IN,174051.71,4209267.41,330301.61,0
302,DEBIT,4168.12,0.0,178435.54,0
202,DEBIT,6878.36,0.0,1006378.69,0
20,CASH_OUT,199323.38,0.0,214474.07,0
210,PAYMENT,1708.85,0.0,0.0,0
153,CASH_OUT,320199.47,128181.0,2734674.76,0
431,DEBIT,2282.82,15758.0,280379.96,0
372,TRANSFER,47747.74,0.0,1129215.72,0
297,CASH_IN,11476.41,1384063.3,331987.41,0
42,DEBIT,561.74,49672.0,105193.09,0
303,CASH_IN,306004.72,8471758.35,3617698.55,0
182,TRANSFER,767755.17,767755.17,0.0,1
258,DEBIT,1027.23,7132.0,1714465.47,0
644,DEBIT,99.97,535.0,208535.61,0
232,TRANSFER,418255.4,82038.0,170556.6,0
238,DEBIT,2652.7,17144.01,459924.59,0
239,CASH_OUT,94232.0,0.0,128971.48,0
518,CASH_OUT,194279.97,0.0,576472.75,0
47,CASH_IN,50419.09,2217813.89,700890.64,0
37,CASH_IN,69521.92,2200325.03,98367.14,0
19,CASH_OUT,133495.01,0.0,450544.71,0
282,CASH_OUT,17428.0,17428.0,93625.57,1
592,CASH_OUT,1170213.18,1170213.18,236605.22,1
722,TRANSFER,3071270.72,3071270.72,0.0,1
209,CASH_IN,213049.65,1478.0,0.0,0
191,DEBIT,2533.49,144370.0,370704.29,0
401,CASH_IN,257315.95,1955.0,2916.02,0
154,PAYMENT,7431.95,0.0,0.0,0
130,DEBIT,4386.45,0.0,2485474.71,0
22,PAYMENT,6419.8,0.0,0.0,0
190,CASH_IN,208726.49,67299.0,0.0,0
228,CASH_IN,315023.56,6029.0,422966.16,0
136,TRANSFER,806553.42,9713.0,432055.44,0
61,TRANSFER,55062.46,55062.46,0.0,1
600,TRANSFER,1158070.88,1158070.88,0.0,1
229,CASH_OUT,41867.07,0.0,373769.18,0
564,TRANSFER,320977.49,320977.49,0.0,1
187,CASH_OUT,45621.45,39940.0,0.0,0
500,CASH_OUT,930970.44,930970.44,0.0,1
188,CASH_OUT,327877.06,99458.0,0.0,0
397,CASH_IN,148122.39,86854.0,0.0,0
281,CASH_OUT,574072.72,574072.72,963.84,1
698,CASH_OUT,131842.85,131842.85,3479.07,1
552,TRANSFER,22824.08,22824.08,0.0,1
352,DEBIT,123.01,20528.0,307661.73,0
352,CASH_OUT,7454553.06,7454553.06,0.0,1
235,CASH_OUT,331014.97,0.0,632329.39,0
17,TRANSFER,542694.04,75450.0,3288017.76,0
617,CASH_OUT,0.0,0.0,0.0,1
335,CASH_OUT,45877.15,32151.0,1308719.01,0
135,PAYMENT,19805.59,11684.0,0.0,0
249,TRANSFER,1306690.61,1306690.61,0.0,1
619,CASH_OUT,418971.0,418971.0,2234184.24,1
185,CASH_IN,86077.62,9321418.68,531119.3,0
542,TRANSFER,5166393.44,5166393.44,0.0,1
186,DEBIT,771.79,20383.0,215730.25,0
258,CASH_OUT,17103.89,20461.0,443463.02,0
304,CASH_IN,77568.3,7148349.77,2995488.61,0
505,CASH_OUT,2979972.78,2979972.78,267407.43,1
236,CASH_IN,28325.86,3772255.76,689632.92,0
211,TRANSFER,991459.04,200156.04,2316008.32,0
731,CASH_OUT,219934.26,219934.26,0.0,1
387,CASH_OUT,245970.86,245970.86,14287843.63,1
387,CASH_OUT,10000000.0,10000000.0,0.0,1
690,TRANSFER,66643.99,66643.99,0.0,1
289,DEBIT,7011.54,29638.0,16001.05,0
633,CASH_OUT,4128853.75,4128853.75,13982778.91,1
212,TRANSFER,10000000.0,14953893.08,0.0,1
40,CASH_IN,122937.58,6943574.35,1847546.12,0
212,PAYMENT,3824.71,31757.0,0.0,0
132,CASH_OUT,3735525.0,3735525.0,17860.51,1
692,TRANSFER,880661.14,880661.14,0.0,1
306,PAYMENT,52174.2,0.0,0.0,0
344,CASH_OUT,272997.35,272997.35,0.0,1
562,TRANSFER,8208916.0,8208916.0,0.0,1
395,CASH_OUT,160194.15,52081.0,0.0,0
234,TRANSFER,958056.5,15245.0,0.0,0
231,DEBIT,11514.19,0.0,1049006.18,0
250,CASH_OUT,156468.96,0.0,201177.89,0
310,CASH_IN,111577.31,14949713.45,1813022.23,0
358,DEBIT,3873.32,80633.0,26278.62,0
356,PAYMENT,7634.67,0.0,0.0,0
578,TRANSFER,978103.4,978103.4,0.0,1
308,DEBIT,1489.18,0.0,6568530.85,0
309,PAYMENT,4014.83,0.0,0.0,0
557,CASH_OUT,3332748.16,3332748.16,5578716.58,1
680,CASH_OUT,1685692.11,1685692.11,1005757.39,1
228,CASH_IN,71401.94,11821.0,1259622.06,0
36,CASH_OUT,81374.53,0.0,1147515.28,0
273,TRANSFER,159106.12,159106.12,0.0,1
381,TRANSFER,110283.44,6074.0,0.0,0
654,TRANSFER,114627.08,114627.08,0.0,1
285,CASH_OUT,4452001.07,4452001.07,2899087.8,1
444,CASH_OUT,3752520.6,3752520.6,1255946.49,1
588,CASH_OUT,137068.56,41244.0,0.0,0
160,TRANSFER,196326.28,0.0,870322.51,0
326,TRANSFER,120214.74,120214.74,0.0,1
159,CASH_OUT,81624.29,0.0,3177645.86,0
34,CASH_OUT,45327.85,0.0,1919688.3,0
474,TRANSFER,934404.78,0.0,2242777.7,0
208,CASH_OUT,131435.65,2266.0,128802.76,0
519,CASH_OUT,1558.46,1558.46,1090398.04,1
86,TRANSFER,88649.1,88649.1,0.0,1
445,CASH_OUT,2277862.67,2277862.67,6894555.29,1
277,PAYMENT,3663.25,20906.0,0.0,0
144,TRANSFER,343999.8,343999.8,0.0,1
304,CASH_OUT,253378.24,790.0,424533.06,0
9,TRANSFER,346741.08,11898.0,0.0,0
541,TRANSFER,5512595.16,5512595.16,0.0,1
226,TRANSFER,400231.49,0.0,1670663.09,0
346,TRANSFER,938829.84,0.0,4990524.9,0
287,PAYMENT,13433.49,20710.0,0.0,0
92,CASH_OUT,19742.71,19742.71,2098671.68,1
282,CASH_OUT,173988.04,801.0,1324267.8,0
371,TRANSFER,205163.3,205163.3,0.0,1
212,TRANSFER,704328.29,704328.29,0.0,1
212,CASH_OUT,10000000.0,10000000.0,0.0,1
570,TRANSFER,2925859.58,2925859.58,0.0,1
43,PAYMENT,5240.68,0.0,0.0,0
279,DEBIT,47.35,679.0,117259.96,0
330,TRANSFER,603436.32,66.0,160646.0,0
9,TRANSFER,538018.34,16744.0,340335.29,0
209,PAYMENT,745.24,0.0,0.0,0
485,CASH_OUT,471906.6,471906.6,5930.71,1
275,DEBIT,4543.5,0.0,368291.98,0
257,CASH_IN,246497.57,464729.0,347909.28,0
237,DEBIT,213.85,0.0,6264771.84,0
238,TRANSFER,65091.34,65091.34,0.0,1
41,CASH_IN,332596.35,5843389.59,926797.91,0
18,DEBIT,1643.9,26207.0,51344.0,0
155,CASH_IN,74510.86,8222084.38,31468604.45,0
161,TRANSFER,441754.07,201998.0,222483.52,0
299,CASH_OUT,166513.29,0.0,629911.4,0
355,TRANSFER,634634.28,0.0,3217825.11,0
140,CASH_IN,8371.37,1570412.39,39658.03,0
161,DEBIT,1369.62,0.0,688660.15,0
322,CASH_OUT,20986.02,20986.02,3259785.07,1
226,CASH_OUT,398190.15,0.0,6005749.25,0
351,CASH_OUT,140438.7,0.0,1198986.78,0
83,TRANSFER,594577.22,594577.22,0.0,1
12,CASH_OUT,95900.05,47432.0,16098.12,0
325,TRANSFER,642397.31,252.0,0.0,0
289,TRANSFER,37974.85,37974.85,0.0,1
394,CASH_OUT,2130.83,95984.0,81238.65,0
44,CASH_IN,172354.64,4458868.0,308895.43,0
201,CASH_OUT,2477661.97,2477661.97,25166.02,1
500,CASH_OUT,18119.84,0.0,84442.37,0
185,TRANSFER,129768.13,0.0,332504.98,0
231,CASH_OUT,140012.81,560.0,318732.41,0
69,CASH_OUT,175328.85,175328.85,110129.95,1
46,CASH_IN,78956.35,46786.0,161827.03,0
216,TRANSFER,1697655.62,1697655.62,0.0,1
202,PAYMENT,6046.89,86719.54,0.0,0
573,PAYMENT,44899.04,0.0,0.0,0
281,PAYMENT,1844.96,531673.35,0.0,0
162,CASH_OUT,162859.67,0.0,3639814.19,0
203,CASH_OUT,47718.12,41524.0,47042.17,0
629,TRANSFER,114253.58,114253.58,0.0,1
429,TRANSFER,315712.36,315712.36,0.0,1
44,TRANSFER,375810.41,0.0,432772.8,0
694,CASH_OUT,186567.41,186567.41,0.0,1
310,TRANSFER,1868438.44,1868438.44,0.0,1
15,PAYMENT,3400.45,0.0,0.0,0
16,DEBIT,4699.11,52377.0,51850.0,0
397,CASH_IN,7334.77,3620864.58,9245119.87,0
370,CASH_IN,52157.17,1737477.03,1538021.23,0
676,CASH_OUT,5016884.33,5016884.33,3425450.21,1
394,DEBIT,1890.12,50352.0,1949601.45,0
350,CASH_IN,464249.82,29756.0,604678.11,0
138,CASH_IN,96431.7,5975396.54,255500.07,0
261,PAYMENT,15078.34,41922.0,0.0,0
301,CASH_OUT,226982.24,401905.0,233603.34,0
209,PAYMENT,8502.19,229135.61,0.0,0
43,TRANSFER,464513.08,0.0,2464601.94,0
299,CASH_IN,145201.2,104959.0,0.0,0
525,CASH_OUT,456222.91,0.0,1224166.21,0
586,TRANSFER,988957.98,61505.0,360818.35,0
259,CASH_OUT,105156.59,0.0,123680.4,0
459,CASH_OUT,46130.88,46130.88,0.0,1
283,PAYMENT,3831.21,173777.0,0.0,0
330,CASH_OUT,184887.69,21294.0,200288.57,0
687,PAYMENT,9621.34,132447.0,0.0,0
255,CASH_IN,63930.29,4352422.26,2659589.28,0
176,TRANSFER,106642.43,106642.43,0.0,1
513,CASH_OUT,100762.66,100762.66,0.0,1
165,CASH_IN,54178.78,3677753.6,5275845.93,0
210,CASH_OUT,97928.81,49628.0,0.0,0
229,CASH_OUT,65400.51,0.0,812826.44,0
237,PAYMENT,725.02,30745.0,0.0,0
137,CASH_IN,63302.72,588824.27,249716.69,0
10,CASH_OUT,277970.88,0.0,0.0,1
192,TRANSFER,1764326.19,1764326.19,0.0,1
123,TRANSFER,629958.0,629958.0,0.0,1
211,CASH_IN,102494.25,9254.0,0.0,0
214,DEBIT,11956.08,17859.0,469181.0,0
227,CASH_OUT,228012.39,240225.31,1761241.08,0
211,DEBIT,2011.4,40227.53,220293.8,0
306,CASH_OUT,146939.95,1028.0,38230921.86,0
406,CASH_OUT,2426076.89,2426076.89,44160.09,1
357,TRANSFER,82468.72,101501.0,191892.99,0
106,TRANSFER,2708906.59,2708906.59,0.0,1
382,DEBIT,1549.87,122905.41,40002.01,0
380,CASH_IN,174438.69,6157.0,921718.78,0
11,TRANSFER,1702170.99,105318.0,54598.41,0
8,DEBIT,2864.39,19634.0,492149.99,0
164,TRANSFER,1627389.26,1627389.26,0.0,1
186,PAYMENT,10442.6,0.0,0.0,0
1,PAYMENT,24213.67,0.0,0.0,0
37,TRANSFER,5979556.06,5979556.06,0.0,1
680,TRANSFER,28399.72,28399.72,0.0,1
491,CASH_OUT,1265033.25,1265033.25,68292.18,1
251,PAYMENT,22091.76,0.0,0.0,0
403,CASH_OUT,46470.72,0.0,270192.9,0
204,CASH_OUT,212480.79,20356.0,867851.06,0
14,CASH_OUT,65488.05,65488.05,0.0,1
280,PAYMENT,143.92,0.0,0.0,0
153,PAYMENT,16729.48,0.0,0.0,0
563,CASH_OUT,2905831.61,2905831.61,0.0,1
178,CASH_OUT,2244.68,163345.0,211033.14,0
398,DEBIT,324.97,1590.46,287388.65,0
260,TRANSFER,175597.64,175597.64,0.0,1
96,DEBIT,650.85,112.0,7996675.77,0
697,TRANSFER,289177.34,289177.34,0.0,1
329,CASH_OUT,338062.05,338062.05,237575.75,1
25,CASH_OUT,1698263.69,1698263.69,0.0,1
406,TRANSFER,9173.06,9173.06,0.0,1
395,PAYMENT,20702.94,70937.31,0.0,0
414,CASH_OUT,10000000.0,10000000.0,0.0,1
231,DEBIT,736.04,27272.43,18905502.13,0
9,CASH_OUT,154698.62,103526.0,202227.0,0
558,CASH_OUT,244519.75,244519.75,560989.59,1
523,CASH_OUT,121543.83,121543.83,64845.34,1
416,DEBIT,2312.36,11527.0,308918.52,0
187,PAYMENT,5751.84,0.0,0.0,0
180,TRANSFER,794744.12,0.0,2616742.05,0
379,TRANSFER,284000.25,284000.25,0.0,1
225,CASH_OUT,212401.03,3336.0,24185.67,0
231,CASH_OUT,400758.85,400758.85,2210854.46,1
710,CASH_OUT,1371322.0,1371322.0,4122709.36,1
398,TRANSFER,10000000.0,15618179.9,0.0,1
692,CASH_OUT,155758.81,0.0,269356.6,0
186,CASH_IN,98536.59,1039381.46,1487872.86,0
394,PAYMENT,39815.69,0.0,0.0,0
369,CASH_IN,208648.76,103618.0,304238.72,0
